ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_REC,BILL_AVG,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
8166,30000.0,1,2,1,57,0,0,0,0,0,-1,29204.0,13816.0,1400.0,1000.0,1000.0,235.0,1366.0,0.0,0
8167,180000.0,2,1,2,31,0,0,0,0,0,0,21760.0,23674.333333333332,1689.0,1693.0,1009.0,888.0,1045.0,1077.0,0
8168,30000.0,1,2,1,38,1,2,2,0,-1,-1,16063.0,15315.166666666666,2000.0,0.0,0.0,11959.0,1200.0,0.0,0
8169,180000.0,2,1,1,47,0,0,0,0,0,0,174648.0,94761.66666666667,5000.0,13000.0,3000.0,2700.0,6000.0,5000.0,0
8170,240000.0,1,1,1,39,-1,-1,-1,-1,-1,-1,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,0
8171,130000.0,2,5,1,27,0,0,0,0,0,0,133792.0,127545.5,5000.0,5000.0,5000.0,5000.0,5000.0,4000.0,0
8172,230000.0,1,1,1,32,1,-2,-2,-2,-2,-1,0.0,25.0,0.0,0.0,0.0,0.0,150.0,990.0,1
8173,500000.0,1,1,2,43,0,0,0,-1,-1,-1,504644.0,171432.33333333334,22650.0,0.0,3887.0,0.0,7413.0,0.0,1
8174,360000.0,1,2,2,33,1,-1,-1,-2,-2,-2,197746.0,58018.333333333336,156108.0,741.0,659.0,0.0,0.0,0.0,0
8175,50000.0,1,2,2,23,2,2,0,0,0,0,52156.0,35624.5,0.0,1310.0,705.0,750.0,730.0,700.0,1
8176,200000.0,1,1,2,31,-1,-1,-1,0,0,-1,3702.0,9383.833333333334,25678.0,10623.0,25.0,16.0,6000.0,19.0,1
8177,230000.0,1,3,1,45,0,0,0,0,0,0,203135.0,185810.16666666666,10000.0,6528.0,6000.0,6500.0,7000.0,10000.0,0
8178,70000.0,2,2,1,32,3,3,4,4,4,4,31507.0,36731.166666666664,3000.0,3000.0,3000.0,3000.0,3000.0,0.0,1
8179,50000.0,1,2,2,29,2,2,2,2,2,2,39634.0,41781.0,2000.0,1800.0,1500.0,1600.0,2000.0,1700.0,1
8180,500000.0,1,1,1,46,-1,-1,-1,-2,-2,-1,10678.0,10727.5,6944.0,813.0,17280.0,26162.0,2534.0,2553.0,0
8181,140000.0,1,2,1,28,0,0,0,0,0,0,110384.0,103066.0,3729.0,3539.0,3538.0,4000.0,4097.0,3631.0,1
8182,140000.0,2,2,2,23,-1,-1,-1,0,0,0,396.0,16282.5,396.0,21570.0,4500.0,1050.0,1183.0,6000.0,0
8183,130000.0,1,2,2,32,0,0,0,2,0,0,109292.0,103005.0,4500.0,11350.0,0.0,3500.0,4200.0,3000.0,1
8184,160000.0,2,3,1,48,0,0,2,0,0,0,153390.0,148105.5,15102.0,0.0,6000.0,5300.0,4784.0,4500.0,0
8185,50000.0,2,3,2,58,1,-1,2,0,0,0,0.0,7604.5,10587.0,331.0,317.0,350.0,331.0,500.0,0
8186,20000.0,1,3,1,41,0,0,0,2,0,0,13225.0,13297.333333333334,1700.0,2100.0,0.0,458.0,1000.0,1000.0,1
8187,360000.0,2,2,1,42,0,0,0,0,0,0,118368.0,133193.0,10000.0,10000.0,10000.0,5500.0,8000.0,6000.0,0
8188,160000.0,2,2,1,51,0,0,0,2,0,0,67610.0,71544.83333333333,4000.0,10000.0,0.0,5000.0,3000.0,3000.0,1
8189,250000.0,2,1,1,37,-2,-1,2,2,-1,0,0.0,3173.8333333333335,2886.0,202.0,0.0,8068.0,620.0,0.0,0
8190,130000.0,2,2,2,25,-2,-2,-2,-2,-2,-1,668.0,9730.833333333334,1200.0,1300.0,964.0,1698.0,60549.0,5000.0,1
8191,190000.0,1,1,2,36,1,2,2,2,2,2,153364.0,159136.16666666666,0.0,13000.0,0.0,13000.0,6100.0,0.0,1
8192,180000.0,2,2,2,25,-1,-1,-1,-1,-1,-1,2984.0,1243.5,154.0,2115.0,1027.0,596.0,589.0,1115.0,0
8193,80000.0,1,2,2,43,0,0,0,0,0,0,78144.0,64875.833333333336,3318.0,3463.0,1600.0,1770.0,50000.0,1753.0,0
8194,240000.0,1,1,2,40,-1,-1,-1,-1,-1,-1,1643.0,9007.166666666666,8000.0,5000.0,5000.0,0.0,40000.0,22669.0,0
8195,50000.0,1,2,2,35,0,0,0,0,0,0,48064.0,33958.333333333336,2500.0,2000.0,1000.0,1000.0,1000.0,1000.0,0
8196,160000.0,2,2,2,50,-1,2,-1,0,-1,2,3139.0,1364.1666666666667,0.0,1863.0,0.0,930.0,0.0,0.0,0
8197,90000.0,2,2,1,49,-2,-2,-2,-2,-2,-2,264.0,264.0,0.0,528.0,0.0,528.0,264.0,0.0,0
8198,310000.0,2,2,1,37,-2,-2,-2,-1,0,0,100648.0,98189.33333333333,716.0,6000.0,159028.0,5899.0,5921.0,6130.0,0
8199,60000.0,1,1,2,27,0,0,0,0,2,2,39068.0,42311.833333333336,1970.0,2000.0,3500.0,1700.0,1800.0,0.0,0
8200,240000.0,1,1,2,29,0,0,0,0,0,-1,61888.0,32722.166666666668,5022.0,4014.0,113.0,6423.0,120000.0,15000.0,0
8201,50000.0,2,2,2,24,0,0,2,2,0,0,46393.0,48162.666666666664,4700.0,2000.0,0.0,2200.0,2000.0,2000.0,0
8202,150000.0,2,1,1,34,-1,-1,-1,-1,-1,-1,9779.0,15560.166666666666,61168.0,19796.0,1725.0,1150.0,0.0,0.0,0
8203,130000.0,2,2,1,44,2,2,2,2,2,2,99801.0,104299.83333333333,5100.0,4000.0,3500.0,4200.0,4500.0,3500.0,0
8204,20000.0,2,1,2,22,0,0,2,0,0,0,10003.0,10594.0,4211.0,0.0,237.0,242.0,163.0,22.0,0
8205,150000.0,1,1,1,40,0,0,0,0,-1,0,123548.0,79549.0,4221.0,3094.0,30454.0,100049.0,5098.0,30242.0,0
8206,240000.0,1,1,1,42,0,0,0,0,0,0,72339.0,59507.666666666664,20000.0,2213.0,1030.0,1023.0,6790.0,10893.0,0
8207,50000.0,1,3,1,45,0,0,0,0,0,0,29875.0,11986.333333333334,1700.0,1250.0,1000.0,1000.0,1000.0,1000.0,0
8208,50000.0,1,3,1,51,0,0,0,0,0,0,43045.0,43283.5,1738.0,1653.0,1516.0,1530.0,2139.0,1572.0,0
8209,270000.0,1,1,1,51,-1,-1,-1,-1,-2,-2,19984.0,5844.666666666667,2099.0,13056.0,0.0,0.0,0.0,0.0,1
8210,20000.0,2,2,2,28,0,0,0,0,0,0,10818.0,12879.0,1300.0,1217.0,600.0,500.0,1230.0,0.0,0
8211,300000.0,2,2,1,33,-2,-2,-2,-2,-2,-2,11613.0,7874.5,1513.0,1000.0,1059.0,0.0,0.0,51167.0,0
8212,390000.0,1,1,1,34,0,0,0,-1,0,0,91701.0,111026.0,60081.0,84908.0,121081.0,80000.0,85000.0,8000.0,0
8213,110000.0,2,1,1,37,0,0,2,0,0,0,14519.0,15476.0,3536.0,3.0,521.0,1000.0,520.0,325.0,0
8214,90000.0,1,2,1,58,0,0,0,0,0,0,85818.0,62499.333333333336,5100.0,2200.0,2200.0,1944.0,2200.0,2000.0,0
8215,300000.0,2,2,1,30,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8216,450000.0,1,3,1,42,2,0,0,0,0,0,152652.0,93264.33333333333,7032.0,3003.0,10000.0,11000.0,3000.0,58000.0,1
8217,20000.0,1,2,2,30,0,0,0,2,2,2,16728.0,18832.833333333332,1307.0,2300.0,0.0,1525.0,0.0,1000.0,1
8218,500000.0,2,1,2,33,1,-1,-1,-1,-1,-1,0.0,213.66666666666666,212.0,298.0,306.0,150.0,316.0,0.0,0
8219,30000.0,2,2,2,46,0,0,0,0,0,0,32006.0,33946.166666666664,1755.0,1500.0,1135.0,1100.0,1455.0,775.0,0
8220,50000.0,1,2,2,51,0,0,0,2,2,0,15096.0,16113.166666666666,2000.0,2400.0,420.0,600.0,600.0,500.0,1
8221,140000.0,2,2,2,26,-1,0,0,0,0,0,9589.0,88057.83333333333,70000.0,3100.0,40000.0,4600.0,4500.0,4800.0,0
8222,10000.0,1,2,1,43,3,2,2,4,3,2,8261.0,10037.833333333334,1500.0,2000.0,0.0,0.0,0.0,350.0,1
8223,120000.0,2,2,2,37,-2,-2,-2,-2,-2,-1,874.0,3613.5,0.0,0.0,0.0,305.0,21742.0,0.0,0
8224,30000.0,1,2,2,30,4,3,2,2,2,0,30562.0,28951.5,0.0,0.0,1900.0,15.0,1030.0,30802.0,0
8225,30000.0,2,2,1,22,1,2,2,2,2,0,28037.0,28806.333333333332,1745.0,0.0,3554.0,0.0,1190.0,1030.0,0
8226,20000.0,1,1,2,33,1,2,2,2,2,2,17971.0,18653.833333333332,0.0,2260.0,0.0,1600.0,0.0,644.0,0
8227,10000.0,1,3,2,36,-1,-1,-1,-1,2,2,6517.0,6166.333333333333,344.0,900.0,10040.0,0.0,790.0,0.0,0
8228,110000.0,2,2,1,35,0,0,0,0,0,0,114023.0,76667.83333333333,4097.0,3360.0,2100.0,2100.0,2200.0,3000.0,1
8229,280000.0,2,1,1,29,-1,-1,-1,-1,-1,-1,2597.0,12401.833333333334,3807.0,1160.0,985.0,0.0,65862.0,66240.0,0
8230,500000.0,1,1,1,42,0,0,0,0,0,0,580928.0,577585.0,25624.0,21898.0,20851.0,19599.0,26000.0,20000.0,0
8231,50000.0,2,3,1,46,4,4,4,3,2,0,33100.0,31307.333333333332,0.0,0.0,0.0,0.0,3100.0,798.0,1
8232,230000.0,1,2,1,30,-1,-1,-2,-1,-1,-1,5200.0,4328.333333333333,0.0,0.0,8780.0,11990.0,0.0,0.0,0
8233,50000.0,1,2,1,53,-1,-1,-1,-1,-1,-1,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,0
8234,120000.0,2,2,2,24,0,0,0,0,0,2,15322.0,38685.333333333336,1500.0,30000.0,2000.0,8000.0,0.0,5000.0,0
8235,30000.0,1,2,2,26,0,0,0,0,0,0,26301.0,26363.166666666668,1500.0,1450.0,889.0,920.0,992.0,1000.0,0
8236,330000.0,2,2,1,28,0,0,0,0,2,2,225079.0,239501.16666666666,10000.0,8507.0,17215.0,11000.0,0.0,12000.0,0
8237,360000.0,1,2,1,30,-1,-1,-1,0,0,0,6323.0,7929.833333333333,7001.0,17173.0,1000.0,1000.0,0.0,200000.0,0
8238,40000.0,1,1,2,26,0,0,0,0,2,2,6586.0,9050.333333333334,1300.0,1150.0,2000.0,0.0,1400.0,0.0,0
8239,110000.0,2,1,2,29,2,0,0,0,0,0,106321.0,89744.16666666667,4334.0,4250.0,2946.0,2506.0,2458.0,2524.0,1
8240,40000.0,2,3,1,39,-2,-2,-2,-2,-2,-2,7955.0,3845.8333333333335,5392.0,5151.0,3434.0,1143.0,0.0,0.0,0
8241,70000.0,2,2,1,30,1,2,0,0,0,0,42490.0,29898.833333333332,17.0,5043.0,2500.0,2009.0,2015.0,2010.0,0
8242,100000.0,1,3,2,26,2,0,0,0,0,0,107643.0,88216.33333333333,4048.0,3105.0,2700.0,2510.0,2703.0,2700.0,1
8243,210000.0,2,2,1,50,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8244,360000.0,1,2,1,38,-1,-1,-1,-1,2,-1,696.0,746.0,546.0,0.0,2538.0,0.0,846.0,696.0,0
8245,260000.0,1,2,2,27,0,0,0,0,0,0,150943.0,136559.66666666666,5501.0,5061.0,5000.0,5000.0,3900.0,3246.0,0
8246,200000.0,2,1,2,34,-2,-2,-2,-2,-2,-2,500.0,351.6666666666667,810.0,500.0,0.0,0.0,300.0,0.0,0
8247,160000.0,1,1,1,43,-1,-1,-1,0,0,0,162.0,8146.0,414.0,6437.0,10428.0,463.0,426.0,219.0,1
8248,420000.0,2,2,1,29,0,0,0,0,0,0,56255.0,183621.16666666666,71536.0,12536.0,11704.0,212059.0,12958.0,12819.0,0
8249,140000.0,2,1,2,28,1,2,0,0,0,0,86761.0,88166.5,0.0,5000.0,3300.0,3500.0,3500.0,3550.0,1
8250,180000.0,1,1,2,38,0,0,0,0,0,0,141510.0,122914.0,6700.0,6000.0,7000.0,6900.0,0.0,0.0,1
8251,150000.0,2,3,1,39,2,2,0,0,0,0,153994.0,106725.83333333333,0.0,5000.0,3000.0,3000.0,3000.0,5000.0,0
8252,30000.0,2,2,1,35,0,0,0,0,0,2,22206.0,25083.166666666668,2000.0,1409.0,1068.0,3000.0,0.0,3450.0,0
8253,500000.0,1,1,2,34,0,0,0,0,0,0,8007.0,16706.5,3000.0,4000.0,6500.0,5000.0,2000.0,4000.0,0
8254,240000.0,1,2,1,45,0,0,0,0,0,0,237868.0,158742.16666666666,8932.0,4707.0,1862.0,140061.0,5262.0,5300.0,0
8255,30000.0,1,1,2,22,0,-1,0,0,0,2,2949.0,13756.5,19689.0,2092.0,1500.0,1500.0,0.0,161.0,0
8256,80000.0,1,2,2,28,0,0,0,0,2,0,47916.0,48744.5,3122.0,2123.0,4300.0,0.0,2800.0,3000.0,0
8257,80000.0,1,2,2,34,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8258,310000.0,1,1,1,39,1,-1,0,0,0,0,166517.0,46222.5,150000.0,1500.0,3000.0,2000.0,2000.0,3000.0,0
8259,180000.0,2,1,2,33,0,0,0,0,0,0,94001.0,107698.5,8000.0,10000.0,10000.0,4500.0,4500.0,5300.0,0
8260,60000.0,2,2,2,23,0,0,0,0,0,0,63709.0,35890.333333333336,2351.0,1237.0,422.0,528.0,2000.0,5000.0,1
8261,170000.0,2,2,2,33,-1,-1,-2,-1,-1,-1,298.0,161.33333333333334,0.0,0.0,467.0,203.0,0.0,1116.0,0
8262,180000.0,2,2,1,31,0,0,0,0,0,0,173517.0,133415.66666666666,10122.0,35206.0,40600.0,5000.0,10000.0,10000.0,0
8263,180000.0,1,2,1,28,0,0,0,0,0,0,180827.0,174419.66666666666,6600.0,7738.0,6200.0,6418.0,13000.0,0.0,1
8264,350000.0,1,2,1,42,-1,-1,-1,0,0,-1,1037.0,2488.5,1365.0,8722.0,72.0,0.0,391.0,1406.0,0
8265,360000.0,1,2,1,36,0,0,-1,-1,-1,-1,20328.0,7890.5,1204.0,1901.0,2355.0,4206.0,5889.0,0.0,0
8266,140000.0,1,2,1,46,0,0,0,0,0,-1,133899.0,115740.0,5425.0,4979.0,3715.0,4498.0,86728.0,2412.0,1
8267,310000.0,2,3,2,30,-1,0,0,0,0,0,118109.0,82208.83333333333,18008.0,20000.0,12000.0,5000.0,3000.0,1900.0,0
8268,30000.0,1,3,2,25,0,0,0,0,0,2,22821.0,25050.666666666668,1397.0,1415.0,911.0,2051.0,0.0,1500.0,0
8269,200000.0,1,1,2,32,-1,-1,-1,-1,-1,2,5494.0,4772.666666666667,19614.0,628.0,628.0,1604.0,0.0,168.0,1
8270,120000.0,2,1,2,37,2,2,2,2,2,2,744.0,842.0,444.0,444.0,888.0,0.0,888.0,0.0,1
8271,260000.0,1,1,1,45,0,0,0,0,0,0,21480.0,33559.666666666664,5000.0,6781.0,5000.0,6452.0,6696.0,6892.0,0
8272,60000.0,2,1,2,32,0,0,0,0,0,0,31142.0,31750.666666666668,1842.0,2000.0,2000.0,2000.0,1500.0,3000.0,0
8273,50000.0,1,2,2,24,0,0,0,0,0,0,10834.0,12736.666666666666,1509.0,1500.0,605.0,1500.0,1500.0,3000.0,0
8274,80000.0,1,1,2,28,0,0,0,2,0,0,47933.0,42847.666666666664,2100.0,3650.0,0.0,1700.0,2000.0,3000.0,0
8275,60000.0,1,1,1,46,1,2,0,0,0,0,62063.0,45823.0,0.0,1744.0,1100.0,1074.0,1200.0,1000.0,0
8276,200000.0,2,3,1,27,1,2,2,2,3,4,104307.0,113122.5,0.0,10000.0,5000.0,5000.0,7661.0,6608.0,0
8277,140000.0,2,1,2,28,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8278,30000.0,1,2,2,25,0,0,0,0,0,0,26328.0,23352.166666666668,1868.0,1939.0,907.0,1100.0,0.0,0.0,1
8279,110000.0,2,2,1,34,0,0,2,2,2,2,43780.0,48666.5,5000.0,2000.0,0.0,5000.0,0.0,5000.0,0
8280,90000.0,2,3,1,39,-1,-1,-1,-1,-1,-1,7328.0,4655.166666666667,3784.0,4511.0,3174.0,3852.0,5417.0,4720.0,0
8281,40000.0,2,1,2,27,1,-1,-1,-2,-1,-1,0.0,116.16666666666667,450.0,0.0,0.0,247.0,0.0,0.0,0
8282,110000.0,2,1,1,29,-1,-1,-1,-1,0,-1,3261.0,1976.8333333333333,1380.0,1380.0,2760.0,0.0,1700.0,0.0,0
8283,640000.0,2,1,2,30,0,0,0,0,0,0,116714.0,54475.833333333336,4000.0,4000.0,2003.0,7202.0,5314.0,3535.0,0
8284,20000.0,1,3,2,51,0,0,0,0,-1,-1,9953.0,9084.166666666666,5000.0,1275.0,2704.0,3200.0,0.0,0.0,0
8285,50000.0,2,2,1,36,0,0,0,0,0,0,44625.0,27137.5,2174.0,1785.0,296.0,306.0,444.0,10686.0,0
8286,30000.0,1,2,1,25,-1,-1,-2,-1,2,2,30527.0,23071.666666666668,1389.0,0.0,25919.0,1000.0,0.0,19283.0,0
8287,140000.0,2,2,2,32,0,0,0,0,0,0,136497.0,129099.83333333333,5000.0,5000.0,4300.0,5000.0,5158.0,4200.0,0
8288,70000.0,1,2,2,36,1,-1,-1,0,0,0,0.0,17561.333333333332,690.0,25566.0,1066.0,1091.0,1100.0,1312.0,0
8289,80000.0,2,2,1,42,0,0,0,0,0,0,23931.0,22238.833333333332,1500.0,2000.0,1000.0,3000.0,1000.0,1000.0,1
8290,100000.0,2,1,2,31,-2,-2,-2,-2,-2,-2,0.0,517.5,0.0,0.0,960.0,0.0,1185.0,379.0,0
8291,180000.0,1,3,2,40,0,0,0,0,0,-1,66218.0,32779.0,1811.0,5008.0,5000.0,30000.0,62010.0,50077.0,0
8292,50000.0,2,2,2,28,0,0,0,0,0,0,48370.0,32298.833333333332,1468.0,1400.0,900.0,1000.0,1000.0,600.0,0
8293,170000.0,1,1,1,35,-1,-1,-2,-2,-2,-1,473.0,393.0,0.0,0.0,0.0,0.0,2400.0,0.0,1
8294,50000.0,2,3,2,23,2,2,2,2,2,2,42304.0,46065.666666666664,3695.0,2000.0,1900.0,0.0,3700.0,0.0,1
8295,140000.0,1,1,2,28,0,0,0,0,0,0,135648.0,113910.16666666667,5247.0,3213.0,2857.0,2963.0,4566.0,1969.0,1
8296,100000.0,1,1,2,29,2,2,2,2,2,2,74396.0,77772.66666666667,2700.0,3600.0,3100.0,3000.0,3200.0,3000.0,1
8297,10000.0,1,2,1,36,0,0,0,0,0,0,8593.0,9478.666666666666,1300.0,1200.0,1000.0,1000.0,569.0,200.0,0
8298,50000.0,2,2,2,22,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8299,30000.0,2,2,1,24,0,0,0,2,2,0,26755.0,27884.666666666668,1507.0,2172.0,1523.0,0.0,2000.0,2000.0,1
8300,80000.0,2,2,2,27,0,0,0,0,-1,0,26144.0,27899.0,1075.0,1200.0,0.0,68424.0,1264.0,0.0,0
8301,290000.0,2,2,2,29,0,0,0,0,0,0,263796.0,232144.33333333334,11320.0,10000.0,7600.0,8000.0,8000.0,8200.0,0
8302,110000.0,2,1,2,27,0,0,0,0,0,-1,8086.0,7407.166666666667,1232.0,1000.0,0.0,326.0,333.0,12425.0,0
8303,30000.0,2,3,2,24,1,3,2,2,2,0,23031.0,22667.833333333332,0.0,0.0,1800.0,0.0,1000.0,1000.0,0
8304,70000.0,2,2,1,23,0,0,0,0,0,0,43397.0,33092.833333333336,2500.0,21000.0,2000.0,687.0,1500.0,2000.0,0
8305,300000.0,2,1,2,26,0,0,0,0,0,0,277680.0,220069.33333333334,12005.0,10155.0,6000.0,5000.0,6000.0,6000.0,0
8306,30000.0,1,2,1,47,0,0,0,0,2,0,24422.0,27489.5,1455.0,1400.0,4500.0,0.0,1500.0,2000.0,1
8307,200000.0,2,1,2,36,-2,-2,-2,-2,-1,-1,0.0,566.8333333333334,0.0,0.0,932.0,2487.0,0.0,0.0,0
8308,130000.0,1,2,2,27,0,0,0,0,0,0,81603.0,84081.83333333333,3963.0,3500.0,2956.0,3220.0,3100.0,3344.0,1
8309,80000.0,1,1,2,25,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8310,50000.0,2,2,2,37,0,0,0,0,0,0,67570.0,45366.5,3000.0,3000.0,2100.0,1500.0,1300.0,1200.0,0
8311,310000.0,2,1,2,30,0,0,0,0,0,0,33376.0,26691.166666666668,2000.0,2000.0,1000.0,1000.0,661.0,1000.0,0
8312,160000.0,2,2,1,31,-2,-2,-2,-2,-2,-2,11648.0,2921.3333333333335,780.0,0.0,5100.0,0.0,0.0,0.0,0
8313,240000.0,1,2,1,30,0,0,0,0,0,0,227675.0,194857.16666666666,10003.0,10009.0,10014.0,8500.0,10000.0,8000.0,0
8314,100000.0,2,2,1,36,0,0,0,0,0,0,21237.0,12522.0,3013.0,4031.0,3012.0,2006.0,3121.0,5781.0,0
8315,200000.0,2,5,2,27,0,0,0,0,0,0,98761.0,88877.33333333333,4000.0,3000.0,3000.0,3338.0,5000.0,4000.0,0
8316,50000.0,2,1,2,38,0,0,0,0,0,0,46179.0,31968.166666666668,1881.0,1683.0,1064.0,900.0,862.0,1000.0,0
8317,320000.0,2,3,2,45,0,0,0,0,0,0,300598.0,191208.16666666666,14227.0,9334.0,4106.0,4405.0,4678.0,4527.0,0
8318,60000.0,1,1,1,37,0,0,0,0,0,0,57985.0,38418.333333333336,2550.0,1500.0,1001.0,1038.0,1200.0,1233.0,0
8319,60000.0,1,2,1,43,0,0,0,0,0,-1,58777.0,25549.833333333332,5005.0,5000.0,10216.0,876.0,1252.0,0.0,0
8320,50000.0,1,2,1,42,0,0,0,0,0,-1,46100.0,23368.166666666668,2133.0,1058.0,2000.0,2043.0,5919.0,16346.0,1
8321,360000.0,1,2,1,41,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8322,60000.0,2,2,2,32,0,0,0,0,0,0,60745.0,36650.166666666664,2613.0,5900.0,1000.0,428.0,1000.0,2000.0,0
8323,210000.0,2,2,2,28,0,0,-1,0,0,-2,2162.0,67319.5,61.0,130000.0,10000.0,1684.0,826.0,1793.0,0
8324,20000.0,1,2,1,39,2,2,2,2,2,2,20591.0,20508.666666666668,1500.0,1000.0,718.0,3.0,1800.0,0.0,1
8325,100000.0,2,2,1,40,-1,-1,0,0,0,-1,10228.0,33539.166666666664,50836.0,39033.0,524.0,18.0,57227.0,422.0,0
8326,200000.0,2,1,2,32,0,0,0,0,0,0,47517.0,14346.0,1219.0,1000.0,1000.0,1340.0,0.0,0.0,0
8327,180000.0,2,2,1,28,-2,-2,-2,-2,-2,-2,454.0,7665.833333333333,14213.0,10628.0,7826.0,1707.0,15087.0,5379.0,0
8328,70000.0,2,1,2,50,0,0,0,0,0,0,64315.0,43234.666666666664,3000.0,10032.0,8000.0,5139.0,1000.0,1000.0,1
8329,170000.0,2,2,2,48,0,0,0,0,0,0,83074.0,87957.16666666667,4100.0,3500.0,3200.0,3300.0,3334.0,4000.0,0
8330,80000.0,1,1,2,36,0,0,0,0,0,0,68931.0,66362.16666666667,2500.0,3000.0,2244.0,2478.0,4800.0,0.0,0
8331,400000.0,2,1,1,41,-1,-1,-1,0,0,0,8.0,13914.666666666666,1274.0,19143.0,1305.0,2063.0,1695.0,195000.0,0
8332,140000.0,2,2,1,40,0,0,0,0,0,0,138389.0,75297.0,5148.0,3216.0,2003.0,3000.0,3041.0,5056.0,0
8333,60000.0,1,3,1,57,0,0,0,0,0,0,20865.0,9619.333333333334,1262.0,1003.0,0.0,1050.0,0.0,0.0,0
8334,360000.0,1,1,1,44,0,0,0,0,0,0,333549.0,274253.3333333333,15047.0,15000.0,14000.0,5008.0,10055.0,30015.0,0
8335,240000.0,2,2,1,43,0,0,0,0,0,0,48502.0,45125.166666666664,2200.0,1923.0,1682.0,2000.0,2000.0,1300.0,0
8336,80000.0,2,2,2,27,1,2,0,0,0,0,57004.0,44094.833333333336,0.0,1900.0,1418.0,1800.0,1300.0,1000.0,0
8337,270000.0,2,2,2,39,0,0,0,0,0,0,116168.0,119694.66666666667,4173.0,4275.0,4054.0,4191.0,4302.0,4567.0,0
8338,30000.0,2,3,1,39,2,2,2,2,2,2,20652.0,24688.0,4700.0,0.0,2010.0,1100.0,0.0,2100.0,0
8339,480000.0,1,1,1,58,-2,-2,-2,-2,-2,-2,24610.0,44422.0,4.0,149654.0,18885.0,5940.0,69337.0,200655.0,1
8340,160000.0,1,2,1,50,-1,-1,-1,-1,-1,-1,269.0,649.8333333333334,0.0,697.0,697.0,895.0,1341.0,402.0,0
8341,180000.0,2,2,2,34,2,0,0,0,2,2,51385.0,56593.0,3140.0,923.0,4663.0,2530.0,3687.0,5000.0,1
8342,300000.0,1,1,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8343,200000.0,2,1,2,31,0,0,0,0,0,0,191953.0,191918.16666666666,6887.0,7019.0,7000.0,7200.0,7200.0,7000.0,0
8344,50000.0,2,2,2,30,0,0,0,0,0,0,37522.0,40077.666666666664,2000.0,2000.0,1500.0,1500.0,3000.0,2000.0,0
8345,320000.0,2,3,1,39,-1,-1,-1,-1,-1,0,3065.0,13918.5,41679.0,8344.0,8275.0,7606.0,10000.0,11010.0,0
8346,30000.0,2,1,1,35,2,0,0,0,0,0,27703.0,26208.833333333332,1500.0,1356.0,900.0,1000.0,1100.0,664.0,1
8347,500000.0,2,1,1,38,-2,-2,-2,-2,-2,-2,913.0,9068.666666666666,9782.0,9350.0,6972.0,11879.0,15574.0,12921.0,0
8348,360000.0,1,1,1,40,0,-1,-1,-2,-1,2,21489.0,8054.5,41088.0,2.0,38.0,85155.0,58.0,13652.0,0
8349,50000.0,2,2,1,53,0,0,2,0,0,0,13868.0,15511.5,2000.0,1000.0,1000.0,2000.0,1200.0,2000.0,1
8350,80000.0,2,1,2,29,0,0,0,0,2,2,61565.0,66274.5,2281.0,2961.0,5000.0,2700.0,2600.0,2700.0,0
8351,10000.0,1,2,2,23,0,0,0,0,0,0,5324.0,6682.0,1279.0,1083.0,500.0,1000.0,1000.0,142.0,0
8352,280000.0,2,1,2,23,0,0,0,0,0,0,262579.0,212054.83333333334,6453.0,6000.0,5334.0,5397.0,5400.0,5894.0,0
8353,300000.0,2,2,1,31,-1,-1,-1,-1,-1,-1,3863.0,3966.1666666666665,5021.0,5134.0,322.0,5013.0,7611.0,8059.0,0
8354,280000.0,2,1,1,34,0,0,0,0,0,0,232834.0,155925.5,9001.0,6369.0,3864.0,3501.0,3001.0,1701.0,0
8355,170000.0,1,2,1,42,0,0,0,0,0,0,164824.0,128036.33333333333,6107.0,6000.0,4500.0,4500.0,4500.0,4500.0,0
8356,260000.0,2,1,1,36,0,0,0,0,-1,0,88273.0,80334.0,6000.0,5020.0,81569.0,331788.0,10002.0,5003.0,0
8357,360000.0,1,2,1,44,1,-1,-1,-1,-1,-1,-3.0,919.5,586.0,0.0,3457.0,1375.0,200.0,754.0,0
8358,360000.0,2,2,2,31,-1,0,0,0,0,-1,9688.0,17941.5,2012.0,3004.0,5011.0,1061.0,65663.0,2019.0,0
