User country,Nr. reviews,Nr. hotel reviews,Helpful votes,Score,Period of stay,Traveler type,Pool,Gym,Tennis court,Spa,Casino,Free internet,Hotel name,Hotel stars
Egypt,2,0,15,1,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5
Ireland,4,3,3,5,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5
Australia,11,7,17,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5
Germany,1,0,1,2,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5
Australia,35,16,17,4,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5
USA,110,19,76,4,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5
USA,53,25,24,5,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5
Saudi Arabia,320,45,102,3,Dec-Feb,Business,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,2,0,2,4,Dec-Feb,Business,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,26,6,12,5,Dec-Feb,Families,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,4,4,0,5,Dec-Feb,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,9,9,6,2,Mar-May,Solo,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,17,14,70,5,Mar-May,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,4
Canada,3,0,1,5,Mar-May,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4
Canada,14,0,4,2,Mar-May,Families,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,235,111,267,5,Mar-May,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,59,9,21,5,Mar-May,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,2,0,2,5,Jun-Aug,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,2,0,1,5,Jun-Aug,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,21,18,53,5,Jun-Aug,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,4,0,16,1,Jun-Aug,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,4
Netherlands,184,52,70,5,Jun-Aug,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4
UK,262,75,150,4,Jun-Aug,Families,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,69,11,17,5,Sep-Nov,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4
Australia,92,12,27,4,Sep-Nov,Business,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,131,61,116,3,Sep-Nov,Families,YES,NO,NO,NO,YES,YES,The Cromwell,4
Norway,25,10,16,5,Sep-Nov,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,4
Canada,49,22,53,3,Sep-Nov,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,148,33,55,4,Sep-Nov,Business,YES,NO,NO,NO,YES,YES,The Cromwell,4
Canada,26,7,22,4,Dec-Feb,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4
USA,13,4,1,4,Dec-Feb,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4
Thailand,3,3,20,1,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,46,12,87,5,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
UK,127,40,81,4,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,15,5,12,5,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,16,14,23,5,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,113,38,27,4,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
UK,7,5,5,3,Mar-May,Families,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
Honduras,73,32,99,4,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,35,12,3,5,Mar-May,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
UK,139,20,86,5,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
UK,28,12,30,5,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,34,8,26,4,Jun-Aug,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,4,3,5,5,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,32,11,14,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
UK,9,3,4,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,333,58,200,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,29,11,15,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
UK,85,43,68,5,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,12,5,1,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
UK,34,10,7,4,Sep-Nov,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
India,13,7,8,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,5,5,14,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,169,25,41,5,Dec-Feb,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,11,10,6,5,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5
USA,4,3,2,5,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
USA,50,39,48,2,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
Mexico,10,3,1,5,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
Canada,7,4,4,5,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
UK,60,7,42,5,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
Netherlands,92,49,18,4,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
Australia,106,37,58,4,Mar-May,Business,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
Canada,7,5,45,4,Mar-May,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
Brazil,37,31,38,5,Mar-May,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
USA,70,25,19,1,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
USA,9,3,4,5,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
USA,11,6,7,5,Jun-Aug,Solo,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
Finland,39,18,9,4,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
UK,10,0,9,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
USA,78,17,24,4,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
UK,48,21,19,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
Canada,112,34,41,5,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
USA,28,17,14,5,Sep-Nov,Solo,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
UK,11,3,16,2,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
USA,9,5,11,4,Sep-Nov,Business,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
USA,4,4,1,3,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
Mexico,22,15,25,4,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
USA,42,11,36,5,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
Australia,20,16,9,4,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3
Canada,160,34,88,4,Dec-Feb,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
USA,372,78,169,4,Dec-Feb,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
USA,84,18,36,5,Dec-Feb,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
USA,21,13,20,5,Dec-Feb,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
UK,95,37,55,4,Mar-May,Friends,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
Germany,118,107,131,5,Mar-May,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
Canada,6,0,8,5,Mar-May,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
USA,60,4,31,4,Mar-May,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
Australia,275,79,339,4,Mar-May,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
Canada,46,39,42,4,Mar-May,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
USA,6,5,6,5,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
Australia,11,0,5,5,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
USA,75,37,48,5,Jun-Aug,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
Denmark,240,76,115,5,Jun-Aug,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
Taiwan,20,12,7,5,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
Israel,62,40,25,5,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
USA,88,19,58,5,Sep-Nov,Friends,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
USA,6,3,5,5,Sep-Nov,Friends,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
Thailand,18,9,8,3,Sep-Nov,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
Mexico,159,43,78,5,Sep-Nov,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
Kuwait,47,23,20,4,Sep-Nov,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
Norway,86,12,46,4,Sep-Nov,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
USA,42,9,13,5,Dec-Feb,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
Germany,64,33,23,4,Dec-Feb,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3
USA,167,71,119,5,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
USA,25,5,12,5,Dec-Feb,Friends,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
UK,12,12,6,3,Dec-Feb,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
USA,608,117,319,5,Dec-Feb,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
USA,5,4,3,5,Mar-May,Friends,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
USA,26,17,34,5,Mar-May,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
Brazil,11,5,9,5,Mar-May,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
USA,39,10,13,4,Mar-May,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
India,1,0,3,2,Mar-May,Families,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
USA,108,20,22,3,Mar-May,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
Malaysia,119,20,46,5,Jun-Aug,Friends,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
USA,27,15,17,3,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
Germany,55,55,134,5,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
Canada,7,3,7,4,Jun-Aug,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
Canada,3,3,2,3,Jun-Aug,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
USA,11,3,19,4,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
Australia,27,15,16,5,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
USA,13,4,6,5,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
UK,19,11,14,3,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
Canada,38,12,17,5,Sep-Nov,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
USA,167,71,119,4,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
USA,28,6,9,3,Sep-Nov,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
Canada,9,8,5,5,Dec-Feb,Families,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
USA,13,4,4,5,Dec-Feb,Friends,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3
USA,65,24,72,3,Dec-Feb,Business,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,8,3,3,5,Dec-Feb,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
UK,61,13,26,2,Dec-Feb,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,3,3,8,2,Dec-Feb,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,66,13,21,5,Mar-May,Friends,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,9,7,4,5,Mar-May,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,82,14,61,3,Mar-May,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
Canada,113,48,33,3,Mar-May,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,11,8,12,3,Mar-May,Friends,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
Canada,2,1,1,3,Mar-May,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,31,11,24,5,Jun-Aug,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
Australia,32,12,22,4,Jun-Aug,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,56,7,25,3,Jun-Aug,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
Canada,45,6,22,5,Jun-Aug,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,17,4,4,4,Jun-Aug,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,23,23,11,5,Jun-Aug,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
Canada,56,18,24,5,Sep-Nov,Friends,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,290,263,300,4,Sep-Nov,Business,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
Australia,26,7,9,4,Sep-Nov,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
India,116,44,53,4,Sep-Nov,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
Czech Republic,14,5,15,4,Sep-Nov,Business,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,13,7,1,5,Sep-Nov,Business,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,20,9,25,4,Dec-Feb,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
Mexico,3,3,3,5,Dec-Feb,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3
USA,17,3,12,4,Dec-Feb,Friends,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
Australia,21,11,13,5,Dec-Feb,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
USA,60,11,33,5,Dec-Feb,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
Canada,12,4,15,5,Dec-Feb,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
USA,27,12,51,5,Mar-May,Friends,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
USA,34,12,35,4,Mar-May,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
Canada,69,22,38,5,Mar-May,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
USA,16,4,7,5,Mar-May,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
Australia,26,5,5,4,Mar-May,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
USA,54,10,15,4,Mar-May,Business,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
UK,35,17,27,5,Jun-Aug,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
India,23,12,7,5,Jun-Aug,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
UK,6,3,14,5,Jun-Aug,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
USA,27,8,16,4,Jun-Aug,Friends,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
USA,41,8,14,3,Jun-Aug,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
Canada,12,4,6,5,Jun-Aug,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
USA,14,3,14,5,Sep-Nov,Friends,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
USA,415,162,265,4,Sep-Nov,Business,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
Ireland,76,27,32,3,Sep-Nov,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
UK,24,12,30,4,Sep-Nov,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
Japan,23,9,23,3,Sep-Nov,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
USA,182,24,47,4,Sep-Nov,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
USA,289,28,133,4,Dec-Feb,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
Canada,101,35,46,5,Dec-Feb,Friends,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3
Ireland,31,11,20,4,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
USA,20,6,9,5,Dec-Feb,Solo,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
USA,60,16,15,4,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
Mexico,1,0,2,5,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
USA,9,3,13,3,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
USA,19,7,5,5,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
Israel,116,78,206,5,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
Australia,22,13,26,4,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
Australia,83,10,26,4,Mar-May,Families,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
UK,20,3,9,5,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
USA,7,5,6,5,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
USA,95,34,46,5,Jun-Aug,Business,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
Australia,15,6,19,4,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
UK,13,7,12,4,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
Canada,19,8,24,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
UK,21,6,15,5,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
UK,56,11,14,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
UK,29,7,15,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
Brazil,20,0,8,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
UK,39,20,31,4,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
Switzerland,9,6,3,5,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
Australia,43,38,29,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
Singapore,16,10,11,5,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
USA,6,6,12,4,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5
Australia,16,6,3,4,Dec-Feb,Solo,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
USA,15,3,13,5,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
USA,30,6,26,4,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
USA,41,9,111,5,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
India,44,35,53,5,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
USA,30,9,17,2,Mar-May,Business,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
Ireland,23,10,18,5,Mar-May,Business,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
Spain,3,0,8,2,Mar-May,Families,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
UK,12,6,16,3,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
UK,15,6,17,5,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
UK,5,0,5,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
USA,32,5,11,4,Jun-Aug,Business,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
USA,28,5,23,5,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
South Korea,77,18,48,4,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
USA,11,8,2,4,Jun-Aug,Solo,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
UK,102,25,37,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
Ireland,13,3,2,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
USA,62,13,31,4,Sep-Nov,Business,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
UK,26,22,42,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
UK,13,6,12,4,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
UK,26,18,43,5,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
Canada,17,10,39,5,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
India,4,4,1,4,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
Malaysia,20,18,19,2,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5
USA,14,3,7,4,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
Canada,19,3,12,5,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
USA,4,4,2,2,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
USA,116,12,43,4,Dec-Feb,Friends,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
USA,121,13,59,2,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
USA,14,7,6,5,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
USA,56,16,54,4,Mar-May,Business,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
Canada,73,4,39,3,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
USA,9,5,4,5,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
USA,137,42,51,3,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
Australia,30,12,38,5,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
Costa Rica,130,19,49,3,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
USA,50,15,23,4,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
UK,22,9,11,4,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
Egypt,85,37,65,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
USA,73,7,26,5,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
USA,20,10,27,4,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
Canada,13,6,13,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
Canada,18,3,10,2,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
USA,6,4,6,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
USA,48,8,25,4,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
USA,24,3,5,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4
